Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
12/30/11,95,SO2,Watson Lane,21-111-0051,AQS,3,31,95,11,35,
12/31/11,35,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,17,16,8,35,
,,,,,,,,,,,
1/1/12,28,Ozone,CANNONS LANE,21-111-0067,AQS,3,28,13,8,27,
1/2/12,25,Ozone,CANNONS LANE,21-111-0067,AQS,3,25,4,7,20,
1/3/12,33,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,24,7,8,33,
1/4/12,65,SO2,Watson Lane,21-111-0051,AQS,8,21,65,16,43,
1/5/12,47,PM2.5,CANNONS LANE,21-111-0067,AQS,11,15,11,24,47,
1/6/12,42,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,28,19,24,42,
1/7/12,43,PM2.5,CANNONS LANE,21-111-0067,AQS,10,24,14,16,43,
1/8/12,42,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,20,19,11,42,
1/9/12,71,SO2,Watson Lane,21-111-0051,AQS,11,15,71,16,39,
1/10/12,79,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,14,13,71,53,79,
1/11/12,42,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,9,13,10,42,
1/12/12,51,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,16,36,10,51,
1/13/12,41,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,16,31,16,41,
1/14/12,58,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,16,43,17,58,
1/15/12,61,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,23,10,13,61,
1/16/12,43,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,31,20,14,43,
1/17/12,44,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,30,20,12,44,
1/18/12,64,SO2,Watson Lane,21-111-0051,AQS,9,22,64,8,40,
1/19/12,61,SO2,Watson Lane,21-111-0051,AQS,9,17,61,11,50,
1/20/12,58,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,15,10,14,58,
1/21/12,60,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,20,23,12,60,
1/22/12,60,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,26,10,16,60,
1/23/12,44,SO2,Watson Lane,21-111-0051,AQS,9,29,44,21,39,
1/24/12,53,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,10,18,19,12,53,
1/25/12,73,PM2.5,CANNONS LANE,21-111-0067,AQS,10,6,26,14,73,
1/26/12,64,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,16,6,11,13,64,
1/27/12,62,PM2.5,CANNONS LANE,21-111-0067,AQS,10,19,7,12,62,
1/28/12,50,PM2.5,CANNONS LANE,21-111-0067,AQS,13,31,7,9,50,
1/29/12,72,SO2,Watson Lane,21-111-0051,AQS,14,30,72,8,30,
1/30/12,52,SO2,Watson Lane,21-111-0051,AQS,9,30,52,20,36,
1/31/12,38,PM2.5,CANNONS LANE,21-111-0067,AQS,9,31,14,19,38,
2/1/12,63,PM2.5,CANNONS LANE,21-111-0067,AQS,13,25,30,23,63,
2/2/12,60,PM2.5,CANNONS LANE,21-111-0067,AQS,11,20,4,16,60,
2/3/12,52,PM2.5,CANNONS LANE,21-111-0067,AQS,9,22,7,17,52,
2/4/12,31,PM2.5,CANNONS LANE,21-111-0067,AQS,6,19,4,7,31,
2/5/12,55,PM2.5,CANNONS LANE,21-111-0067,AQS,10,22,20,12,55,
2/6/12,75,PM2.5,CANNONS LANE,21-111-0067,AQS,14,25,43,19,75,
2/7/12,70,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,13,22,17,19,70,
2/8/12,72,PM2.5,CANNONS LANE,21-111-0067,AQS,7,19,10,12,72,
2/9/12,45,PM2.5,CANNONS LANE,21-111-0067,AQS,6,21,9,10,45,
2/10/12,59,PM2.5,CANNONS LANE,21-111-0067,AQS,7,20,10,12,59,
2/11/12,30,PM2.5,CANNONS LANE,21-111-0067,AQS,6,28,10,7,30,
2/12/12,36,PM2.5,CANNONS LANE,21-111-0067,AQS,6,25,24,10,36,
2/13/12,52,PM2.5,CANNONS LANE,21-111-0067,AQS,8,17,27,14,52,
2/14/12,41,PM2.5,CANNONS LANE,21-111-0067,AQS,8,17,16,9,41,
2/15/12,56,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,22,9,18,56,
2/16/12,57,PM2.5,CANNONS LANE,21-111-0067,AQS,9,19,4,13,57,
2/17/12,119,SO2,Watson Lane,21-111-0051,AQS,15,24,119,20,74,
2/18/12,62,PM2.5,CANNONS LANE,21-111-0067,AQS,18,30,7,19,62,
2/19/12,45,PM2.5,CANNONS LANE,21-111-0067,AQS,7,29,17,7,45,
2/20/12,45,PM2.5,CANNONS LANE,21-111-0067,AQS,7,29,10,9,45,
2/21/12,50,SO2,Watson Lane,21-111-0051,AQS,7,26,50,11,35,
2/22/12,56,SO2,Watson Lane,21-111-0051,AQS,9,33,56,16,31,
2/23/12,61,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,14,27,11,23,61,
2/24/12,50,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,16,28,6,14,50,
2/25/12,40,PM2.5,CANNONS LANE,21-111-0067,AQS,7,29,6,8,40,
2/26/12,50,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,35,11,11,50,
2/27/12,38,PM2.5,CANNONS LANE,21-111-0067,AQS,7,38,37,15,38,
2/28/12,59,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,39,7,19,59,
2/29/12,48,PM2.5,CANNONS LANE,21-111-0067,AQS,5,35,30,31,48,
3/1/12,40,Ozone,BUCKNER,21-185-0004,AQS,9,40,37,15,30,
3/2/12,51,PM2.5,CANNONS LANE,21-111-0067,AQS,9,34,10,19,51,
3/3/12,35,Ozone,BUCKNER,21-185-0004,AQS,5,35,16,6,33,
3/4/12,38,PM2.5,CANNONS LANE,21-111-0067,AQS,6,38,4,8,38,
3/5/12,51,PM2.5,CANNONS LANE,21-111-0067,AQS,6,35,6,8,51,
3/6/12,53,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,41,26,15,53,
3/7/12,54,PM2.5,CANNONS LANE,21-111-0067,AQS,5,47,37,23,54,
3/8/12,53,PM2.5,CANNONS LANE,21-111-0067,AQS,6,39,19,16,53,
3/9/12,41,Ozone,BUCKNER,21-185-0004,AQS,.,41,9,8,30,
3/10/12,40,Ozone,BUCKNER,21-185-0004,AQS,6,40,17,10,39,
3/11/12,48,Ozone,BUCKNER,21-185-0004,AQS,9,48,19,18,43,
3/12/12,50,PM2.5,CANNONS LANE,21-111-0067,AQS,5,33,16,15,50,
3/13/12,60,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,14,42,55,19,60,
3/14/12,60,PM2.5,CANNONS LANE,21-111-0067,AQS,15,46,39,31,60,
3/15/12,54,PM2.5,CANNONS LANE,21-111-0067,AQS,6,35,19,18,54,
3/16/12,32,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,30,14,12,32,
3/17/12,42,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,39,19,15,42,
3/18/12,45,PM2.5,CANNONS LANE,21-111-0067,AQS,7,40,36,15,45,
3/19/12,59,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,42,39,23,59,
3/20/12,68,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,6,47,13,35,68,
3/21/12,70,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,5,47,21,34,70,
3/22/12,54,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,5,38,21,36,54,
3/23/12,38,Ozone,BUCKNER,21-185-0004,AQS,5,38,7,11,34,
3/24/12,44,Ozone,BUCKNER,21-185-0004,AQS,8,44,30,9,40,
3/25/12,59,PM2.5,CANNONS LANE,21-111-0067,AQS,10,39,6,17,59,
3/26/12,42,PM2.5,CANNONS LANE,21-111-0067,AQS,5,38,17,12,42,
3/27/12,44,Ozone,Bates,21-111-0027,AQS,3,44,7,14,31,
3/28/12,84,SO2,Watson Lane,21-111-0051,AQS,6,50,84,31,67,
3/29/12,44,Ozone,Watson Lane,21-111-0051,AQS,6,44,4,16,33,
3/30/12,132,SO2,Watson Lane,21-111-0051,AQS,3,49,132,20,38,
3/31/12,74,PM2.5,CANNONS LANE,21-111-0067,AQS,5,31,7,19,74,
4/1/12,57,PM2.5,CANNONS LANE,21-111-0067,AQS,7,42,34,20,57,
4/2/12,58,PM2.5,CANNONS LANE,21-111-0067,AQS,8,40,9,22,58,
4/3/12,58,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,58,55,31,58,
4/4/12,61,PM2.5,CANNONS LANE,21-111-0067,AQS,7,37,40,22,61,
4/5/12,39,Ozone,BUCKNER,21-185-0004,AQS,2,39,19,10,21,
4/6/12,44,Ozone,BUCKNER,21-185-0004,AQS,3,44,9,12,38,
4/7/12,51,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,8,51,26,16,41,
4/8/12,48,Ozone,BUCKNER,21-185-0004,AQS,9,48,6,17,44,
4/9/12,50,Ozone,BUCKNER,21-185-0004,AQS,5,50,20,22,44,
4/10/12,46,Ozone,BUCKNER,21-185-0004,AQS,5,46,4,25,26,
4/11/12,35,Ozone,BUCKNER,21-185-0004,AQS,3,35,4,13,33,
4/12/12,103,SO2,Watson Lane,21-111-0051,AQS,8,44,103,19,52,
4/13/12,58,Ozone,BUCKNER,21-185-0004,AQS,7,58,10,23,52,
4/14/12,67,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,6,67,50,25,57,
4/15/12,58,Ozone,BUCKNER,21-185-0004,AQS,5,58,37,23,56,
4/16/12,86,SO2,Watson Lane,21-111-0051,AQS,2,46,86,18,35,
4/17/12,35,Ozone,BUCKNER,21-185-0004,AQS,5,35,26,13,29,
4/18/12,51,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,7,51,21,16,50,
4/19/12,74,Ozone,BUCKNER,21-185-0004,AQS,9,74,13,23,54,
4/20/12,59,SO2,Watson Lane,21-111-0051,AQS,6,49,59,19,52,
4/21/12,38,PM2.5,Watson Lane,21-111-0051,AQS,13,27,4,8,38,
4/22/12,50,PM2.5,Watson Lane,21-111-0051,AQS,5,44,11,12,50,
4/23/12,44,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,5,44,4,15,25,
4/24/12,44,Ozone,BUCKNER,21-185-0004,AQS,6,44,4,18,43,
4/25/12,56,PM2.5,CANNONS LANE,21-111-0067,AQS,6,49,10,22,56,
4/26/12,61,Ozone,BUCKNER,21-185-0004,AQS,5,61,10,26,55,
4/27/12,48,Ozone,Watson Lane,21-111-0051,AQS,5,48,16,11,32,
4/28/12,104,SO2,Watson Lane,21-111-0051,AQS,7,44,104,21,54,
4/29/12,56,PM2.5,Watson Lane,21-111-0051,AQS,6,36,4,17,56,
4/30/12,62,SO2,Watson Lane,21-111-0051,AQS,6,49,62,22,57,
5/1/12,56,PM2.5,CANNONS LANE,21-111-0067,AQS,6,38,19,19,56,
5/2/12,74,SO2,Watson Lane,21-111-0051,AQS,7,50,74,23,66,
5/3/12,55,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,42,29,19,55,
5/4/12,71,SO2,Watson Lane,21-111-0051,AQS,6,41,71,17,53,
5/5/12,67,Ozone,CANNONS LANE,21-111-0067,AQS,7,67,61,16,57,
5/6/12,67,PM2.5,Watson Lane,21-111-0051,AQS,7,58,6,21,67,
5/7/12,74,Ozone,BUCKNER,21-185-0004,AQS,6,74,59,20,55,
5/8/12,47,Ozone,Watson Lane,21-111-0051,AQS,6,47,3,13,46,
5/9/12,47,Ozone,Watson Lane,21-111-0051,AQS,6,47,19,15,34,
5/10/12,46,Ozone,Watson Lane,21-111-0051,AQS,7,46,26,12,33,
5/11/12,77,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,77,6,22,51,
5/12/12,58,Ozone,BUCKNER,21-185-0004,AQS,7,58,24,20,52,
5/13/12,42,Ozone,BUCKNER,21-185-0004,AQS,7,42,4,6,33,
5/14/12,55,PM2.5,CANNONS LANE,21-111-0067,AQS,8,54,20,18,55,
5/15/12,93,Ozone,BUCKNER,21-185-0004,AQS,8,93,62,31,74,
5/16/12,101,Ozone,CANNONS LANE,21-111-0067,AQS,8,101,79,31,68,
5/17/12,58,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,6,58,9,16,34,
5/18/12,112,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,112,6,31,58,
5/19/12,115,SO2,Watson Lane,21-111-0051,AQS,6,112,115,32,81,
5/20/12,90,Ozone,BUCKNER,21-185-0004,AQS,7,90,23,32,84,
5/21/12,55,PM2.5,CANNONS LANE,21-111-0067,AQS,7,48,4,17,55,
5/22/12,49,PM2.5,CANNONS LANE,21-111-0067,AQS,5,46,39,15,49,
5/23/12,100,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,100,4,25,68,
5/24/12,93,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,93,40,27,61,
5/25/12,127,SO2,Watson Lane,21-111-0051,AQS,8,80,127,31,77,
5/26/12,87,Ozone,BUCKNER,21-185-0004,AQS,9,87,43,28,66,
5/27/12,93,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,8,93,59,29,75,
5/28/12,112,SO2,Watson Lane,21-111-0051,AQS,8,77,112,27,74,
5/29/12,56,PM2.5,CANNONS LANE,21-111-0067,AQS,8,41,9,17,56,
5/30/12,58,Ozone,Watson Lane,21-111-0051,AQS,9,58,19,18,47,
5/31/12,74,Ozone,BUCKNER,21-185-0004,AQS,6,74,9,18,38,
6/1/12,39,PM2.5,CANNONS LANE,21-111-0067,AQS,6,34,3,8,39,
6/2/12,52,PM2.5,Watson Lane,21-111-0051,AQS,7,49,21,14,52,
6/3/12,77,Ozone,Watson Lane,21-111-0051,AQS,7,77,4,18,53,
6/4/12,47,PM2.5,CANNONS LANE,21-111-0067,AQS,7,41,7,14,47,
6/5/12,44,Ozone,Watson Lane,21-111-0051,AQS,6,44,11,12,38,
6/6/12,54,PM2.5,Watson Lane,21-111-0051,AQS,5,48,11,19,54,
6/7/12,67,Ozone,Watson Lane,21-111-0051,AQS,7,67,30,23,58,
6/8/12,112,Ozone,Watson Lane,21-111-0051,AQS,8,112,13,31,62,
6/9/12,97,Ozone,BUCKNER,21-185-0004,AQS,9,97,27,22,57,
6/10/12,60,PM2.5,Watson Lane,21-111-0051,AQS,5,51,10,19,60,
6/11/12,44,PM2.5,Watson Lane,21-111-0051,AQS,5,38,41,13,44,
6/12/12,58,Ozone,Watson Lane,21-111-0051,AQS,6,58,4,18,45,
6/13/12,97,Ozone,Watson Lane,21-111-0051,AQS,5,97,17,20,53,
6/14/12,126,Ozone,Watson Lane,21-111-0051,AQS,5,126,16,18,56,
6/15/12,154,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,154,72,31,64,
6/16/12,62,PM2.5,Watson Lane,21-111-0051,AQS,7,54,41,23,62,
6/17/12,64,SO2,Watson Lane,21-111-0051,AQS,5,42,64,19,61,
6/18/12,103,SO2,Watson Lane,21-111-0051,AQS,6,48,103,20,62,
6/19/12,101,SO2,Watson Lane,21-111-0051,AQS,6,50,101,24,64,
6/20/12,90,Ozone,BUCKNER,21-185-0004,AQS,7,90,30,31,74,
6/21/12,124,SO2,Watson Lane,21-111-0051,AQS,8,93,124,32,80,
6/22/12,77,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,7,77,9,12,45,
6/23/12,141,PM2.5,CANNONS LANE,21-111-0067,AQS,6,136,27,20,141,
6/24/12,136,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,5,136,57,23,60,
6/25/12,108,Ozone,Watson Lane,21-111-0051,AQS,6,108,10,24,57,
6/26/12,77,Ozone,Watson Lane,21-111-0051,AQS,5,77,23,19,28,
6/27/12,112,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,112,40,26,48,
6/28/12,204,Ozone,BUCKNER,21-185-0004,AQS,8,204,166,37,78,
6/29/12,202,Ozone,Bates,21-111-0027,AQS,7,202,70,44,75,
6/30/12,164,Ozone,BUCKNER,21-185-0004,AQS,7,164,95,38,84,
7/1/12,134,SO2,Watson Lane,21-111-0051,AQS,8,129,134,29,76,
7/2/12,169,Ozone,BUCKNER,21-185-0004,AQS,7,169,26,29,73,
7/3/12,136,Ozone,BUCKNER,21-185-0004,AQS,7,136,49,31,68,
7/4/12,122,Ozone,BUCKNER,21-185-0004,AQS,7,122,91,51,85,
7/5/12,93,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,8,93,10,37,79,
7/6/12,182,Ozone,Watson Lane,21-111-0051,AQS,8,182,56,36,73,
7/7/12,182,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,9,182,70,43,85,
7/8/12,115,Ozone,Bates,21-111-0027,AQS,8,115,41,29,77,
7/9/12,58,PM2.5,Watson Lane,21-111-0051,AQS,7,38,6,19,58,
7/10/12,115,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,115,16,23,57,
7/11/12,150,Ozone,BUCKNER,21-185-0004,AQS,7,150,14,28,66,
7/12/12,51,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,51,23,19,44,
7/13/12,35,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,6,35,4,8,23,
7/14/12,68,PM2.5,CANNONS LANE,21-111-0067,AQS,7,30,40,13,68,
7/15/12,103,SO2,Watson Lane,21-111-0051,AQS,7,40,103,14,44,
7/16/12,51,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,43,20,19,51,
7/17/12,70,SO2,Watson Lane,21-111-0051,AQS,7,64,70,22,53,
7/18/12,80,Ozone,BUCKNER,21-185-0004,AQS,7,80,46,26,54,
7/19/12,93,Ozone,BUCKNER,21-185-0004,AQS,7,93,41,19,52,
7/20/12,47,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,8,47,20,17,46,
7/21/12,100,Ozone,Watson Lane,21-111-0051,AQS,8,100,13,16,54,
7/22/12,140,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,140,101,20,76,
7/23/12,103,SO2,Watson Lane,21-111-0051,AQS,7,101,103,21,57,
7/24/12,112,Ozone,CANNONS LANE,21-111-0067,AQS,7,112,104,30,62,
7/25/12,105,Ozone,BUCKNER,21-185-0004,AQS,7,105,67,30,72,
7/26/12,124,SO2,Watson Lane,21-111-0051,AQS,6,108,124,27,71,
7/27/12,140,SO2,Watson Lane,21-111-0051,AQS,6,97,140,16,58,
7/28/12,51,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,7,51,16,13,44,
7/29/12,100,Ozone,Watson Lane,21-111-0051,AQS,7,100,17,17,53,
7/30/12,90,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,90,9,19,53,
7/31/12,161,Ozone,Watson Lane,21-111-0051,AQS,9,161,80,33,81,
8/1/12,90,Ozone,Bates,21-111-0027,AQS,9,90,39,25,65,
8/2/12,197,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,197,104,24,64,
8/3/12,44,PM2.5,Watson Lane,21-111-0051,AQS,7,44,6,15,44,
8/4/12,58,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,41,27,20,58,
8/5/12,51,PM2.5,Watson Lane,21-111-0051,AQS,7,47,39,17,51,
8/6/12,93,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,93,27,17,46,
8/7/12,150,Ozone,CANNONS LANE,21-111-0067,AQS,9,150,94,27,66,
8/8/12,166,Ozone,BUCKNER,21-185-0004,AQS,9,166,61,30,73,
8/9/12,80,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,8,80,52,22,62,
8/10/12,43,Ozone,Watson Lane,21-111-0051,AQS,5,43,10,8,34,
8/11/12,44,Ozone,Watson Lane,21-111-0051,AQS,7,44,4,10,22,
8/12/12,77,Ozone,Bates,21-111-0027,AQS,8,77,61,16,48,
8/13/12,66,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,39,26,24,66,
8/14/12,57,PM2.5,Watson Lane,21-111-0051,AQS,7,49,10,16,57,
8/15/12,97,Ozone,Watson Lane,21-111-0051,AQS,7,97,6,19,56,
8/16/12,100,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,8,100,26,24,60,
8/17/12,46,PM2.5,CANNONS LANE,21-111-0067,AQS,7,45,7,13,46,
8/18/12,67,Ozone,Watson Lane,21-111-0051,AQS,7,67,51,13,56,
8/19/12,54,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,7,54,33,13,40,
8/20/12,67,Ozone,Bates,21-111-0027,AQS,7,67,37,17,45,
8/21/12,118,SO2,Watson Lane,21-111-0051,AQS,9,54,118,20,56,
8/22/12,101,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,7,101,52,27,57,
8/23/12,126,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,8,126,70,31,62,
8/24/12,129,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,10,129,33,29,65,
8/25/12,129,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,11,129,60,32,72,
8/26/12,65,PM2.5,Southwick,21-111-0043,AQS,10,64,11,24,65,
8/27/12,61,PM2.5,Southwick,21-111-0043,AQS,8,44,20,24,61,
8/28/12,90,Ozone,SHEPHERDSVILLE,21-029-0006,AQS,7,90,10,18,46,
8/29/12,108,Ozone,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,18-019-0008,AQS,7,108,20,19,52,
8/30/12,101,Ozone,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,101,27,23,54,
8/31/12,41,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,28,23,20,41,
9/1/12,35,PM2.5,CANNONS LANE,21-111-0067,AQS,8,30,30,17,35,
9/2/12,27,PM2.5,CANNONS LANE,21-111-0067,AQS,8,26,7,9,27,
9/3/12,46,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,7,29,19,13,46,
9/4/12,115,SO2,Watson Lane,21-111-0051,AQS,10,49,115,20,66,
9/5/12,55,PM2.5,CANNONS LANE,21-111-0067,AQS,.,49,33,20,55,
9/6/12,133,SO2,Watson Lane,21-111-0051,AQS,.,87,133,27,75,
9/7/12,87,Ozone,BUCKNER,21-185-0004,AQS,10,87,40,27,61,
9/8/12,36,Ozone,BUCKNER,21-185-0004,AQS,11,36,3,6,25,
9/9/12,64,SO2,Watson Lane,21-111-0051,AQS,11,40,64,15,35,
9/10/12,46,Ozone,Watson Lane,21-111-0051,AQS,10,46,7,14,33,
9/11/12,47,PM2.5,Southwick,21-111-0043,AQS,11,47,6,18,47,
9/12/12,61,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,14,61,17,29,61,
9/13/12,67,PM2.5,Southwick,21-111-0043,AQS,14,67,29,29,67,
9/14/12,54,PM2.5,CANNONS LANE,21-111-0067,AQS,14,38,13,19,54,
9/15/12,44,Ozone,Watson Lane,21-111-0051,AQS,10,44,11,13,32,
9/16/12,51,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,50,33,19,51,
9/17/12,54,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,11,23,30,17,54,
9/18/12,32,PM2.5,CANNONS LANE,21-111-0067,AQS,10,30,3,10,32,
9/19/12,37,Ozone,BUCKNER,21-185-0004,AQS,.,37,11,9,30,
9/20/12,49,Ozone,BUCKNER,21-185-0004,AQS,7,49,40,20,48,
9/21/12,52,PM2.5,Southwick,21-111-0043,AQS,8,47,20,27,52,
9/22/12,45,PM2.5,Watson Lane,21-111-0051,AQS,5,40,9,20,45,
9/23/12,33,Ozone,Bates,21-111-0027,AQS,5,33,23,13,26,
9/24/12,41,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,7,40,24,17,41,
9/25/12,46,PM2.5,New Albany- Green Valley Elem. Sch.,18-043-1004,AQS,5,36,37,17,46,
9/26/12,61,PM2.5,Watson Lane,21-111-0051,AQS,7,44,37,20,61,
9/27/12,53,PM2.5,Watson Lane,21-111-0051,AQS,8,37,10,16,53,
9/28/12,60,PM2.5,CANNONS LANE,21-111-0067,AQS,8,35,6,18,60,
9/29/12,64,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,42,6,23,64,
9/30/12,64,PM2.5,CANNONS LANE,21-111-0067,AQS,9,47,13,30,64,
10/1/12,43,PM2.5,Southwick,21-111-0043,AQS,5,30,10,15,43,
10/2/12,39,PM2.5,Southwick,21-111-0043,AQS,5,26,13,11,39,
10/3/12,77,SO2,Watson Lane,21-111-0051,AQS,8,47,77,18,53,
10/4/12,70,SO2,Watson Lane,21-111-0051,AQS,8,47,70,25,59,
10/5/12,94,SO2,Watson Lane,21-111-0051,AQS,8,45,94,24,67,
10/6/12,30,Ozone,Bates,21-111-0027,AQS,2,30,3,12,20,
10/7/12,29,PM2.5,Watson Lane,21-111-0051,AQS,3,26,4,10,29,
10/8/12,71,SO2,Watson Lane,21-111-0051,AQS,8,29,71,17,51,
10/9/12,53,PM2.5,Southwick,21-111-0043,AQS,8,38,41,19,53,
10/10/12,34,PM2.5,Southwick,21-111-0043,AQS,2,30,6,14,34,
10/11/12,40,PM2.5,Southwick,21-111-0043,AQS,7,34,30,17,40,
10/12/12,56,PM2.5,Jefferson- Walnut St/ Jefferson PFAU,18-019-0006,AQS,8,33,11,26,56,
10/13/12,57,PM2.5,Watson Lane,21-111-0051,AQS,2,41,33,19,57,
10/14/12,56,PM2.5,Watson Lane,21-111-0051,AQS,1,41,41,17,56,
10/15/12,42,PM2.5,Watson Lane,21-111-0051,AQS,6,33,6,20,42,
10/16/12,47,PM2.5,Southwick,21-111-0043,AQS,7,41,30,23,47,
10/17/12,45,Ozone,BUCKNER,21-185-0004,AQS,2,45,20,19,42,
10/18/12,37,PM2.5,Southwick,21-111-0043,AQS,5,33,36,31,37,
10/19/12,33,SO2,Watson Lane,21-111-0051,AQS,5,25,33,19,33,
10/20/12,33,PM2.5,Watson Lane,21-111-0051,AQS,7,13,17,9,33,
10/21/12,52,PM2.5,Watson Lane,21-111-0051,AQS,7,39,11,17,52,
10/22/12,53,PM2.5,Southwick,21-111-0043,AQS,5,48,40,24,53,
